question_id,question_content,question_tags
283730,i have a white bump on the inside of lower eyelid close to the nose it is causing my eye to swell down to the cheek bone and waking up with that eye matted shut after a hot shower the eye waters for hours what could be the cause and what to do about i,stye  red skin  chalazion  eye health
284395,i think im pregnant  my breast and nipples have been sore for 2 weeks and i havent had my period  but im on implanon birth control  what could this be,menses  menstrual period  healthy pregnancy  female health  pregnancy  nexplanon  home pregnancy test  menstrual cycle  pregnancy test  implanon
284431,have a few hemangiomas on liver went for an ultrasound of gallbladder due to polyps and tech said liver cyst then i heard doppler flow is this cancer,hemangioma  cancer  sonogram  polyp
284551,i have pain in arm from a iv placed on the back of my hand   pain is moving up my forearm to elbow,hand pain  arm pain  phlebitis
285007,after a few days of sinus problems  including sore throat and slight  occasional earache  i found a soft lump on left side of my neck its at the base sort of under my ear and jawbone any idea what this could be,throat pain  earache  sore throat
285088,can a sore throat  horrible headaches  lightheaded a lot  and feeling dizzy be signs of pregnancy,headache  lightheadedness  sore throat  dizziness  throat pain  female health  pregnancy  healthy pregnancy  home pregnancy test  pregnancy test
285203,i have a fever  stuffy nose head  headache  cough no insurance is it time i went to the doctor going on for 3 days now,stuffed nose  headache  cough  fever  insurance  common cold
286192,my son just turned 2 and has a slight fever and runny nose should he still be taking infant tylenol and should i still be using saline nose drops,rhinitis  fever  acetaminophen  uchildrens health  tylenol  runny nose
286352,i dropped a brick on my foot and it is swollen and alittle red there is a black and blue bump on iti can walk on it but it hurts alittlemy dad said that i just bruised  but im not sure should i see a doctor,red skin  gait
286391,what causes a person to miss two periods if they have a copper iud but have always had a normal period ive had some nausea no other symptoms preg,nausea  weight gain  menses  losing weight  female health  diet  diet changes  menstrual period  hormone  menstrual cycle
286847,i have a cyst under my left eye lid and the eye doctor said the only way to get rid of it was to cut it open and clean it out is there any other way,antiinflammatory  ophthalmology  incision  eye health
287353,pain in left shoulder especially painful when i reach behind to fasten bra  knotted muscle in muscle above shoulder blade and  pain  in left side if neck when turning head,rotator cuff
287476,my sleepiness is starting to get in the way of my activities i cant play volleyball without becoming tired sleepy should i call my doctor now,sleepiness  drowsiness
287610,what could cause these symtpoms abdominal pain  nausea  puking  diarrhea  headache in hospital  have had 6 bags of fluids  14 different drugs not food poisong  not pregnant,stomach fl  nausea  vomiting  diarrhea  abdominal pain  abdominal discomfort  headache  loose stools  dysentery  enteritis
287618,i found 2 small bumps on my outer labia they dont hurt and they are under the skin i am sexually active i havent had sex for 5 months i also shave i fiund the bumps after i shaved they were on opposite sides what are they,herpes  syphilis  folliculitis  follicle  nodule  sex
288007,i woke up this morning with a very bad cold  throughout the day at work i got other symptoms such as headache  achy body  sore throat and very sore jawache  i had to be sent home as i was too ill to carry on  does this sound like flu or a viral infection,influenza  sore throat  throat pain  headache  malaise  fl  low temperature  viral infections  virus
288442,my scrotum and the area around my penis is itchy and has bump like rashes on it i am a virgin  what could it be sometimes it itches so bad,yeast infection  rash  skin rash  male health  yeast
288662,why does vertigo get worse before getting better from possible inner ear infection that was untreated for 4 weeks but got antibiotics now,ear infection  dizziness  labyrinthitis  otitis media  antibiotic  vertigo  inner ear
288754,having problems with constipation  bloating and loss of appetite miralax causes me to burp alot i had a colonoscopy ll 2 years ago that was normal,constipation  appetite  abdominal bloating  belching  loss of appetite  colonoscopy  fiber  activia  fecal retention  miralax
288932,what other tests can diagnose epileptic seizures in severe dev delay child > 5y o beside eeg,epilepsy  seizure disorder  seizure  children  abnormal eeg  epileptic seizures  eeg
289002,i take 1800mg neurontin daily for fibromyalgia  neuropathy  etc what are upper limits of dosage dangers of high dosage  extended use,fibromyalgia  nerve damage  neuropathy  slurred speech  neurontin  gabapentin  gait
289020,feel poorly  tired  keep swallowing  depressed  ache like i have a temperature  but dont large thyroid nodule  blood test and biopsy normal,depression  hopelessness  thyroid nodules  inflammation of the thyroid  antithyroid medication  exercise  melancholia  nodule  biopsy
289485,16 late on my period have had lots of unprotected sex and am experiencing symptoms including crampng fatigue tender breasts and nausea am i pregnant,nausea  fatigue  menses  lethargy  breast tenderness  menstrual period  pregnancy  female health  healthy pregnancy  home pregnancy test
289552,i have had abdominal pain and congestion for a week and also swelling and redness on my left eye since yeaterday could it be a cold,red skin  abdominal pain  abdominal discomfort  belly pain  low temperature
290098,is der any possibility  of  hypothyroidism as a cause of hyperhydrosismy t3 n t4 r normal bt tsh z high as 2495 miu ml wid t3 9558ng dl and t4 66,underactive thyroid  hypothyroidism  excessive sweating  thyroid stimulating hormone  thyroxine  hyperhidrosis  triiodothyronine  liothyronine  t3
290151,i have had lower stomach cramps in my pelvic area for over 2 weeks  my stomach feels bloated and fills like there is a lot of fluid im also experiencing lower back pains i have had 2 urine tests which have come back with no uti or infection but white bl,stomach cramps  urinary tract infections  pregnancy test  ct scan  urine  imaging  urinalysis  pregnancy
290654,is total knee replacement a best solution for rheumatoid arthritis,arthritis  painful joints  ra  rheumatoid arthritis  adalimumab  cortisone injections  cortisone  cortizone  total knee replacement  humira
29091,could a 88 years old patient get swine flu without fever if he is known asthmatic and had a respiratory arrest,fever  asthma  fl  respiratory failure  swine fl  respiratory system
291226,is it safe to play football while wearing a knee brace for a torn meniscus,torn meniscus  knee brace  braces
292032,what is the difference between the medications neurontin gabapentin and lyrica pregabalin,fibromyalgia  neuralgia  seizure  nerve pain  pregabalin  lyrica  gabapentin  neurontin
294456,i have a non itchy rash under  both of my arms  just right above my armpit i used eczema cream  doesnt work i tried everything  what can it be,itchy rash  skin rash  rash  eczema  dermatitis  welts
294886,i have had this pressure in the back of my skull for several weeks now  accompanied by neck stiffness and occasional dizziness otc meds dont work,dizziness  stiffness  degenerative disc disease  stiff neck  vertigo
295329,discomfort from the left rib that runs thru left hip bone 8 cm tumour removed 8 months ago off out side of bowel swelling  around hip area,neoplasms  cancer  intestine  bowel
29558,is it okay to get a headache when you get a popped blood vessel in your eye,headache  high blood pressure  visual changes  hemorrhage  blood pressure
